time	event	lat	lng	x	y	accuracy
1425808318657	gps	52.89212790783495	-1.156919226050377	-128787.65913287613	6928969.486992162	10
1425808319660	gps	52.8921172209084	-1.1569086648523808	-128786.48346569302	6928967.51994878	10
1425808320667	gps	52.89210774935782	-1.1569020431488752	-128785.7463410306	6928965.776608775	10
1425808321666	gps	52.89210326503962	-1.1569035518914461	-128785.91429348533	6928964.951222272	10
1425808322741	gps	52.892102426849306	-1.1569178849458694	-128787.50984180524	6928964.796944429	10
1425808323675	gps	52.89209308102727	-1.1569292843341827	-128788.77881590764	6928963.076746695	10
1425808324676	gps	52.892076945863664	-1.1569426953792572	-128790.27172661632	6928960.1068994645	10
1425808325743	gps	52.89206194225699	-1.1569558549672365	-128791.73664524924	6928957.345328234	10
1425808326680	gps	52.89205435663462	-1.1569734569638968	-128793.6960905544	6928955.949115212	10
1425808327684	gps	52.892054482363164	-1.1569919809699059	-128795.7581734708	6928955.972256863	10
1425808328651	gps	52.89205435663462	-1.1570076551288366	-128797.50301286158	6928955.949115212	10
1425808329960	gps	52.892051129601896	-1.1570118460804224	-128797.96954745804	6928955.355146211	10
1425808330602	gps	52.89204677101225	-1.157012851908803	-128798.0815157612	6928954.552902435	10
1425808331659	gps	52.89204316679388	-1.1570090800523758	-128797.66163462437	6928953.889508605	10
1425808332662	gps	52.89204463362694	-1.1570105887949467	-128797.8295870791	6928954.15949446	10
1425808333677	gps	52.892042035236955	-1.1570110078901052	-128797.87624053874	6928953.681233808	10
1425808334675	gps	52.892042035236955	-1.1570110078901052	-128797.87624053874	6928953.681233808	10
1425808335674	gps	52.892042035236955	-1.1570110078901052	-128797.87624053874	6928953.681233808	10
1425808336684	gps	52.89203801192343	-1.1569986026734114	-128796.4952981332	6928952.940701247	10
1425808337677	gps	52.89203797001392	-1.1569782346487045	-128794.22793999437	6928952.932987366	10
1425808338679	gps	52.89203537162393	-1.1569579504430294	-128791.96991254747	6928952.45472679	10
1425808339690	gps	52.89203168358654	-1.156943617388606	-128790.37436422755	6928951.775905376	10
1425808340585	gps	52.892025229521096	-1.1569343134760857	-128789.3386574234	6928950.587968044	10
1425808341587	gps	52.892012908123434	-1.1569281108677387	-128788.64818622063	6928948.3200881705	10
1425808342691	gps	52.89200117345899	-1.1569222435355186	-128787.99503778557	6928946.160203181	10
